source1_entity_id	candidate_entity_ids
S1-734491724	S2-179691566,S2-200293286,S2-230186117,S2-268182758,S2-421154230,S2-444249570,S2-587535977,S2-652671817,S2-663609490,S2-688413823,S2-708733355,S2-714640435,S2-821386903,S2-868523803,S2-896118732,S2-933324138,S2-957452972,S3-237792987,S3-31606753,S3-482693701,S3-504321699,S3-630421669,S3-636714198,S3-67128727,S3-766076776,S3-859353232,S3-962029704
S1-137375780	S2-116206447,S2-972140571,S3-880365324
S1-962502954	S2-128877051,S2-180447643,S2-183994815,S2-21921320,S2-2680626,S2-300373097,S2-336434320,S2-433680239,S2-434043362,S2-473750715,S2-561622869,S2-610645786,S2-659960735,S2-686920415,S2-704204989,S2-763088200,S2-777751614,S2-820533396,S2-850159662,S2-892510088,S2-897544768,S2-901468249,S2-90457385,S2-92209075,S2-946853749,S2-980306379,S3-134269247,S3-247018126,S3-43022101,S3-470403196,S3-480612064,S3-594514162,S3-610770262,S3-613911138,S3-794991901
S1-325203801	S2-180538042,S2-479965831,S2-749979646,S3-574528483,S3-949849619
S1-668968195	S2-846483605,S3-156227321,S3-397506284,S3-566780260,S3-591859354
S1-677375737	S2-11019801,S2-925983842,S3-509388758,S3-81320941,S3-951450312
S1-141869436	S2-34841648,S3-712300355,S3-840224213
S1-282467635	S2-938895481,S3-138350041,S3-868158431
S1-297494205	S2-152649554,S2-165112809,S2-200666499,S2-237525119,S2-251717309,S2-293623259,S2-295273104,S2-30249982,S2-35693305,S2-400725574,S2-439284028,S2-460607254,S2-472174593,S2-51336478,S2-57529012,S2-600299095,S2-611577665,S2-631149358,S2-649585931,S2-68942340,S2-69024638,S2-724920802,S2-747943345,S2-770717600,S2-846265472,S2-865329222,S2-930926987,S3-120532975,S3-277158755,S3-395650763,S3-599347026,S3-60964938,S3-66834296,S3-752608566,S3-914318692
S1-5445099	S3-440751071,S3-631789374,S3-795971429
S1-879858737	S2-502858002,S3-40474223,S3-568334939,S3-996828785
S1-88552907	S2-125227625,S2-129302226,S2-134226183,S2-253306862,S2-269693469,S2-288812312,S2-311585843,S2-341920759,S2-351251292,S2-366187702,S2-379467665,S2-396708101,S2-426336111,S2-45472944,S2-476347601,S2-493013748,S2-503967706,S2-548353339,S2-584619929,S2-59023877,S2-662739839,S2-697980455,S2-741941433,S2-7717164,S2-772737994,S2-810282701,S2-85232590,S2-918374133,S2-95478962,S2-995761612,S3-182699943,S3-287594591,S3-749089267,S3-77783290,S3-901027582
S1-65040114	S2-66755406,S2-734567531,S3-146681774,S3-646890460
S1-381914282	S2-729980796,S3-944441383
S1-816670244	S2-118654969,S2-123102552,S2-221369333,S2-226758568,S2-298615086,S2-411750648,S2-480315914,S2-710082259,S2-731831807,S2-77284617,S2-790425886,S2-85820812,S2-867823269,S2-87977816,S3-301481867,S3-382064174,S3-441774008,S3-503394121,S3-506349597,S3-516363421,S3-649235994,S3-771795745,S3-813455390,S3-839987822,S3-989717999
S1-958101110	S2-133401271,S2-156087118,S2-202977533,S2-264800695,S2-266542173,S2-284270656,S2-372631037,S2-40518450,S2-424044629,S2-486586854,S2-497495995,S2-532016121,S2-551853311,S2-571560969,S2-575227880,S2-593095427,S2-795879207,S2-94210128,S2-94250774,S3-102675650,S3-120024140,S3-146395993,S3-15689517,S3-204119410,S3-350691734,S3-365824262,S3-429071118,S3-526816815,S3-530388587,S3-618828708,S3-630613642,S3-648645349,S3-688124683,S3-734436585,S3-789169389
S1-618624562	S2-14975830,S2-160477274,S2-206131377,S2-221481547,S2-34548715,S2-349064004,S2-353459001,S2-365141980,S2-368016487,S2-369784092,S2-372878967,S2-409908460,S2-423838997,S2-534412165,S2-543049878,S2-568502146,S2-588495515,S2-616874888,S2-672315303,S2-686235925,S2-739798900,S2-814158570,S2-814738016,S2-896656577,S2-943978912,S2-961304035,S2-961810110,S2-995474190,S2-998197939,S3-247104730,S3-257476923,S3-346286668,S3-441239023,S3-684131476,S3-69332653
S1-335500164	S2-705590363,S2-949022912,S2-980267458,S3-801928717,S3-960176261
S1-43044582	S2-19306705,S2-400667124,S2-85124305,S2-933142582,S2-956915023
S1-157064113	S2-154047991,S2-180389814,S2-400932112,S2-458378933,S2-476801496,S2-515772498,S2-676656107,S2-732066785,S3-146718733,S3-166520602,S3-232709696,S3-242187551,S3-247545795,S3-307896404,S3-34854745,S3-400637115,S3-457504025,S3-474645905,S3-499801417,S3-552726536,S3-659126396,S3-796331989,S3-944225630
S1-714992493	S2-117928803,S2-161761568,S2-170548497,S2-199277367,S2-215512354,S2-266044573,S2-32599688,S2-371300586,S2-429545601,S2-48549342,S2-502055965,S2-584234198,S2-744719382,S2-92260224,S2-965695908,S3-363675987,S3-366493026,S3-37643564,S3-406008092,S3-438728515,S3-543002246,S3-591915115,S3-627064366,S3-637235644,S3-645435228,S3-687029960,S3-753356761,S3-909621401,S3-950928679,S3-960625785,S3-999335322
S1-110799801	S2-605579926,S2-704248746,S2-848743500,S3-21425636,S3-373777380,S3-652940997,S3-660999644,S3-662773831,S3-67625058,S3-826212487
S1-575272596	S2-105340806,S2-110330823,S2-142047567,S2-18898775,S2-211414877,S2-23844841,S2-273284707,S2-350487755,S2-374452698,S2-401480583,S2-442489544,S2-50765682,S2-549452883,S2-616495682,S2-644236550,S2-794888021,S2-871842149,S2-895344296,S2-981186279,S3-169401038,S3-220185394,S3-224709514,S3-23760856,S3-353828820,S3-499852081,S3-812895334,S3-81959282,S3-84732027,S3-870664415
S1-52223771	S2-257847617,S3-550520298,S3-834034609
S1-60587840	S2-302180543,S2-319538868,S2-443178543,S2-477249487,S2-582181904,S2-64105353,S3-210526658,S3-322016417,S3-33840993,S3-342416705,S3-369227565,S3-45263592,S3-500123487,S3-501719656,S3-621820986,S3-682236953,S3-841561354,S3-907371204,S3-94384565
S1-618246590	S2-339477476,S2-593994496,S2-955993024,S2-981272489,S3-901155265,S3-958161415,S3-963717882
S1-118170039	S2-143890308,S2-314411743,S2-707314550,S2-892114297,S3-23651455,S3-256563506,S3-495353752,S3-552726536,S3-559751955,S3-646688361
S1-598548390	S2-142550479,S2-167775591,S2-263158594,S2-267872800,S2-287660910,S2-361585498,S2-388389063,S2-443188528,S2-453254444,S2-458860562,S2-572648775,S2-584654166,S2-588004289,S2-611615974,S2-613033114,S2-651027670,S2-715670431,S2-764567958,S2-766597833,S2-799529721,S2-820207139,S2-875242013,S2-879728336,S2-885313615,S2-897360687,S2-90392132,S2-91003961,S2-913937007,S3-259631390,S3-451536720,S3-463158707,S3-468334870,S3-738731348,S3-793456964,S3-838999423
S1-645040170	S2-536979278,S2-940628451,S3-216037511,S3-626248913
S1-891104891	S2-168158252,S2-68715787,S2-70664594,S2-711906490,S3-563700590,S3-787666633,S3-985936168
S1-849233313	S2-162837948,S2-890140326,S3-887028740
S1-534329905	S2-166711048,S2-380911411,S2-473918529,S2-568985008,S2-625957024,S2-656038418,S2-665427984,S2-798204615,S2-851508938,S2-875079812,S2-915479416,S3-16645743,S3-234625288,S3-27718561,S3-331929804,S3-338454829,S3-351228405,S3-354937842,S3-530516142,S3-583682685,S3-669809917,S3-709013785,S3-791667573,S3-835781194,S3-884140951
S1-682523825	S2-245614499,S3-116499830,S3-119279436,S3-770248457,S3-883213022
S1-567308588	S2-226928496,S2-964733072,S3-21806256,S3-595927967,S3-764465670
S1-562175396	S2-600757107,S2-884638973,S3-196413883,S3-563393560,S3-586454408,S3-667190599
S1-381900880	S3-211394937,S3-957028842
S1-159244193	S2-89766210,S3-811628566,S3-928399955
S1-84659108	S2-934248672,S3-705278416
S1-906789520	S2-269486464,S2-303358810,S2-38112311,S2-384700865,S2-428974263,S2-457470379,S2-470411102,S2-523371691,S2-644293400,S2-692397967,S2-724600371,S2-782074177,S2-938773870,S2-956093131,S3-180662164,S3-237848474,S3-237894096,S3-274576759,S3-275950606,S3-357004924,S3-379013369,S3-502716291,S3-664745663,S3-709727355,S3-720841598,S3-774844964,S3-776598091,S3-810757752,S3-838237838,S3-860590391,S3-874576607,S3-884523964,S3-96174597
S1-805559134	S2-176395527,S2-21549661,S2-227623392,S2-255982806,S2-358109825,S2-376740439,S2-547277076,S2-557852753,S2-610036318,S2-614976102,S2-771338473,S2-77785241,S2-792858779,S2-921813303,S2-97451191,S3-101257463,S3-132997079,S3-17743887,S3-206207320,S3-31525893,S3-324010586,S3-346164050,S3-532511365,S3-542465868,S3-606892214,S3-69661333,S3-80911626,S3-858532515,S3-865686833,S3-892743769,S3-90065855,S3-992482227,S3-997878268
S1-518197819	S2-15538892,S2-163907414,S2-209966010,S2-31495493,S2-43587955,S2-454756088,S2-467699852,S2-488842690,S2-520229980,S2-525390784,S2-554758433,S2-585132276,S2-631975485,S2-671061897,S2-695255656,S2-781532039,S2-797403279,S2-804096484,S2-891724637,S3-14411598,S3-290935183,S3-312828212,S3-313623455,S3-501559207,S3-509162315,S3-515914744,S3-614161266,S3-664975636,S3-744588467,S3-783274386,S3-818961399,S3-866706087,S3-86836573,S3-973042357,S3-982996398
S1-336753892	S2-226758568,S2-258111012,S2-295851755,S2-37217309,S2-465460574,S2-522989755,S2-536756969,S2-696163364,S2-788775002,S2-802837546,S2-928281443,S3-131158560,S3-139238877,S3-142161259,S3-149565445,S3-153728789,S3-405328706,S3-48926935,S3-574136968,S3-627345153,S3-633923028,S3-654854802,S3-702254487,S3-740785174,S3-840280069,S3-866103109,S3-920630019,S3-96017410,S3-998730144
S1-38856492	S2-494685151,S2-737936743,S2-739908827,S3-665929660,S3-6943995
S1-540897538	S2-348103600,S3-449949564
S1-754115297	S2-141520530,S2-342313242,S2-950107864,S3-169307173,S3-662493130,S3-782097676
S1-786422330	S2-205621531,S2-273018349,S2-396601800,S2-43723004,S2-562846493,S2-824950736,S2-981145243,S3-107670339,S3-415861049,S3-471642037,S3-623750751,S3-67504906,S3-807957341,S3-808305808,S3-9971669
S1-867636377	S2-331604338,S2-364652113,S2-428458362,S2-492007733,S2-497311507,S2-521706949,S2-854103400,S3-120554590,S3-174411044,S3-275183252,S3-325291848,S3-432628874,S3-545300843,S3-665620740,S3-77766090,S3-833456956,S3-882624444,S3-931372837,S3-973716231
S1-835190617	S2-693975570,S3-116126302,S3-214893101
S1-854952911	S2-109892934,S2-138434584,S2-298871937,S2-378289511,S2-395764092,S2-411920873,S2-557600541,S2-565178740,S2-566648192,S2-598796961,S2-615954489,S2-618660779,S2-665157388,S2-820079347,S2-820116271,S3-121505041,S3-204992772,S3-26449981,S3-444430717,S3-497100368,S3-603993953,S3-872862361,S3-957076426
S1-28326227	S2-637375307,S2-911641427,S3-899710946
S1-175961840	S2-101323984,S2-132710191,S2-196840499,S2-217734858,S2-263087763,S2-280290420,S2-30655389,S2-32892146,S2-394954854,S2-416949931,S2-516582366,S2-522433697,S2-526399876,S2-562117280,S2-661510998,S2-769952301,S2-778846012,S2-788794141,S2-794980221,S2-810922647,S2-820221567,S2-845708664,S2-880094418,S2-913620149,S3-171946523,S3-210870050,S3-240268161,S3-344479834,S3-421869378,S3-481797808,S3-546531002,S3-618327131,S3-649907207,S3-83150023,S3-895784814
S1-387650052	S2-240501546,S2-605579926,S2-704248746,S2-848743500,S3-21425636,S3-373777380,S3-652940997,S3-660999644,S3-662773831,S3-67625058,S3-824921372,S3-826212487
S1-203861212	S2-157451062,S2-167898995,S2-215436890,S2-225153982,S2-316487139,S2-420259572,S2-432248548,S2-505598927,S2-518190837,S2-748649852,S2-79557341,S2-989159226,S2-990652060,S3-122459425,S3-14153314,S3-152761427,S3-165379708,S3-183439272,S3-197855107,S3-290490689,S3-359946755,S3-37544214,S3-377527368,S3-388243563,S3-407223704,S3-562031627,S3-568469815,S3-568690999,S3-648796389,S3-780264333,S3-84430114,S3-870384209,S3-878900685,S3-921737418,S3-925047088
S1-73533983	S2-140724632,S2-156573872,S2-20605961,S2-210062866,S2-22986055,S2-277996470,S2-281025226,S2-285248484,S2-31818821,S2-320581764,S2-341455263,S2-399419463,S2-448940065,S2-456934782,S2-481071542,S2-48233411,S2-547557150,S2-582570386,S2-609161415,S2-662227064,S2-731163714,S2-823813982,S2-831323446,S2-835142245,S2-868127388,S2-884637854,S2-895840866,S2-900544727,S2-904176125,S2-950851985,S2-992686249,S2-99841727,S3-313688012,S3-316672413,S3-968500624
S1-539096570	S2-620639546,S2-94231703,S3-115572452,S3-307476331,S3-560435667,S3-890640332
S1-509915091	S2-206397183,S2-741073906,S3-406006403,S3-747218226
S1-361130212	S2-124786249,S2-276312987,S2-367192755,S2-46771753,S2-468915580,S2-56611132,S2-569781437,S2-677910522,S2-715781773,S2-748969208,S2-756847645,S2-76840156,S2-78896053,S2-842320893,S2-865379324,S2-875792417,S2-885849296,S2-890651142,S2-898210704,S2-971855519,S3-118900462,S3-160417292,S3-288755064,S3-352671023,S3-411814233,S3-478151926,S3-479018626,S3-575021389,S3-598011086,S3-66677196,S3-721940049,S3-732052921,S3-755018127,S3-778346067,S3-966675672
S1-872827436	S2-185592689,S2-450649655,S3-917992797
S1-122060440	S2-114643127,S2-170100406,S2-186467125,S2-220090704,S2-2925900,S2-313706159,S2-315036816,S2-335536479,S2-371812148,S2-378659927,S2-426435110,S2-430675029,S2-431346739,S2-436744512,S2-458585786,S2-528473005,S2-579152737,S2-5802395,S2-583482592,S2-654003376,S2-68748027,S2-702366846,S2-715513032,S2-728896995,S2-744685697,S2-802426321,S2-875893829,S2-894769041,S2-899966192,S2-918744953,S2-930598605,S2-935748931,S3-327002773,S3-420518246,S3-768524310
S1-264743471	S2-556023215
S1-64970768	S2-656021890,S3-1273534,S3-840286757
S1-383449539	S2-30487996,S2-533539868,S3-85542089,S3-947760259
S1-546142636	S2-140498346,S2-193567085,S2-205996214,S2-237625978,S2-277467242,S2-292042144,S2-341741751,S2-392804085,S2-438606503,S2-44975623,S2-482690615,S2-487600131,S2-55663426,S2-582477216,S2-585932620,S2-721383308,S2-774698384,S2-818441961,S2-855495367,S2-865039571,S2-886325586,S2-887600256,S2-95120961,S2-988856267,S3-200008747,S3-249331830,S3-360362457,S3-387000994,S3-405863038,S3-437094585,S3-562777362,S3-571785421,S3-729771680,S3-809347354,S3-855397146
S1-296672331	S2-221459341,S2-228528224,S2-374454016,S2-471482511,S2-492688125,S2-678457672,S2-761932607,S2-84836578,S2-877326415,S2-982202753,S3-147564135,S3-205189929,S3-258631653,S3-327992450,S3-351017910,S3-394081375,S3-489823536,S3-492997904,S3-531437511,S3-574123867,S3-595387092,S3-615257360,S3-719082807,S3-719488948,S3-833631746,S3-868416794
S1-477776195	S2-116304189,S2-129551517,S2-223475014,S2-383718408,S2-457633608,S2-464418100,S2-486152670,S2-548558874,S2-574940993,S2-589222122,S2-672414919,S2-697974483,S2-761242935,S2-859873215,S2-871236056,S2-949600787,S2-953395235,S3-109807026,S3-123828863,S3-310028766,S3-398093238,S3-525247743,S3-610144422,S3-636188575,S3-723948056,S3-773831985,S3-781747086,S3-917920905
S1-619255846	S2-850163306,S3-583939251
S1-921549539	S2-553145531,S3-483530074,S3-596285936
S1-147296014	S2-198492320,S2-231405368,S2-281273235,S2-314885593,S2-397355880,S2-655689825,S2-956786940,S2-977905498,S3-158602031,S3-273262223,S3-279551486,S3-29869365,S3-333452624,S3-341206329,S3-693128009,S3-773492774,S3-896129315,S3-905988569
S1-525076766	S2-416349575,S2-955764413,S3-168360862,S3-441397123,S3-57576202,S3-882464297
S1-463038301	S2-154479629,S2-22322264,S2-332026471,S2-463359740,S2-63065417,S2-69730118,S2-852363557,S3-262541518,S3-269207593,S3-315901419,S3-35472521,S3-384540649,S3-615926762,S3-789061427,S3-802990712,S3-811019150,S3-960227736,S3-996121376
S1-815825222	S2-143130262,S2-780196044,S3-376718227
S1-561619160	S2-453284266,S3-105824861
S1-308262271	S2-258111012,S2-37217309,S2-465460574,S2-522989755,S2-536756969,S2-696163364,S2-802837546,S2-877910903,S3-131158560,S3-139238877,S3-142161259,S3-149565445,S3-153728789,S3-357540678,S3-405328706,S3-48926935,S3-574136968,S3-627345153,S3-633923028,S3-654854802,S3-702254487,S3-740785174,S3-840280069,S3-866103109,S3-920630019,S3-96017410,S3-998730144
S1-994437498	S2-100632437,S2-153774386,S2-161217671,S2-200851154,S2-205238340,S2-227828939,S2-230502695,S2-258717933,S2-262119045,S2-274081255,S2-276195137,S2-421613665,S2-428326051,S2-434337847,S2-451224218,S2-52815085,S2-614682602,S2-647711899,S2-702196139,S2-742857142,S2-994250828,S3-140389075,S3-174253003,S3-187161274,S3-464737380,S3-469445385,S3-498056371,S3-586253631,S3-627488615,S3-681097377,S3-692990976,S3-701341866,S3-861731389,S3-918907997,S3-939029870
S1-286461722	S2-101634603,S2-171389478,S2-253262956,S2-286365108,S2-298507312,S2-33579769,S2-37747931,S2-399075342,S2-405772848,S2-493068616,S2-501697329,S2-542198240,S2-583964452,S2-588246207,S2-589615634,S2-606670367,S2-699555547,S2-851316528,S2-855958744,S2-917092681,S3-126568401,S3-308752901,S3-508960115,S3-583337283,S3-600813695,S3-615135340,S3-736730454,S3-778040093,S3-813072629,S3-853419211,S3-929273485,S3-951554137,S3-979318630
S1-814956519	S2-243890534,S2-669196502,S3-618150003,S3-872982512
S1-713405718	S2-410554701,S2-496110983,S2-979692389,S3-108395188
S1-340373484	S2-176395527,S2-21549661,S2-227623392,S2-255982806,S2-358109825,S2-376740439,S2-547277076,S2-557852753,S2-610036318,S2-614976102,S2-771338473,S2-77785241,S2-792858779,S2-921813303,S2-97451191,S3-101257463,S3-132997079,S3-17743887,S3-206207320,S3-31525893,S3-324010586,S3-346164050,S3-532511365,S3-542465868,S3-606892214,S3-69661333,S3-80911626,S3-858532515,S3-865686833,S3-892743769,S3-90065855,S3-992482227,S3-997878268
S1-196576160	S2-159002314,S3-593183433,S3-598799455,S3-676392304
S1-620129069	S2-117928803,S2-161761568,S2-170548497,S2-199277367,S2-215512354,S2-266044573,S2-32599688,S2-371300586,S2-429545601,S2-48549342,S2-502055965,S2-584234198,S2-744719382,S2-92260224,S2-965695908,S3-363675987,S3-366493026,S3-37643564,S3-406008092,S3-438728515,S3-543002246,S3-591915115,S3-627064366,S3-632093625,S3-637235644,S3-645435228,S3-687029960,S3-753356761,S3-909621401,S3-950928679,S3-960625785,S3-999335322
S1-448410374	S2-122657207,S2-141802021,S2-378890560,S2-37955881,S2-402474334,S2-407041470,S2-579636976,S2-606698488,S2-805956476,S2-84013571,S2-893943374,S3-134112277,S3-230383116,S3-373174224,S3-379366384,S3-411515038,S3-537368101,S3-5725561,S3-624492556,S3-627135179,S3-88272704
S1-743851752	S2-240228506,S2-25044986,S2-25639527,S2-270150045,S2-307620132,S2-430060691,S2-454926714,S2-552709038,S2-590090387,S2-629547835,S2-66757319,S2-672899175,S2-77704458,S2-788450465,S2-869663561,S2-87763770,S2-883201361,S2-889763009,S2-966985435,S2-991804428,S3-100127136,S3-115263858,S3-119954793,S3-180857360,S3-295424183,S3-297770283,S3-402378963,S3-467911081,S3-513827469,S3-617276276,S3-620423157,S3-721460028,S3-754104337,S3-808419709,S3-939373150
S1-348059257	S2-97518761,S3-282798516,S3-393561881,S3-68572708,S3-904019084
S1-83647344	S2-113674828,S2-123349497,S2-134281412,S2-143816536,S2-179463928,S2-236753378,S2-280086857,S2-326384163,S2-381716954,S2-426324794,S2-470036118,S2-472011237,S2-49852380,S2-555030699,S2-661106608,S2-675394479,S2-70247599,S2-727709302,S2-749061837,S2-762897852,S2-764601805,S2-770050246,S2-800210383,S2-829591643,S2-846496174,S2-850598644,S2-885978611,S2-9053863,S2-916914401,S2-951545019,S2-959132099,S3-383555916,S3-489977474,S3-647829000,S3-749341709
S1-973717755	S2-929626937,S3-143365683
S1-982170857	S2-120997611,S2-192786792,S2-645489492,S2-910585378,S3-553154574
S1-170974075	S2-125317171,S2-131729703,S2-141531043,S2-160644051,S2-16863085,S2-332902455,S2-361857049,S2-412422463,S2-556662734,S2-563632605,S2-569371933,S2-6455297,S2-686284157,S2-70756892,S2-805174189,S2-946470401,S3-142758963,S3-147459974,S3-278076830,S3-357683603,S3-383191214,S3-512465987,S3-538964283,S3-565618085,S3-888800618,S3-991995905,S3-992417774
S1-44708593	S2-931918143,S3-462399411
S1-117744619	S2-432813370,S2-843480325,S3-47914938
S1-218861069	S2-101634603,S2-171389478,S2-253262956,S2-286365108,S2-298507312,S2-33579769,S2-37747931,S2-399075342,S2-405772848,S2-493068616,S2-501697329,S2-542198240,S2-583964452,S2-588246207,S2-589615634,S2-606670367,S2-699555547,S2-851316528,S2-855958744,S2-867368761,S2-899594989,S2-917092681,S3-126568401,S3-244247174,S3-308752901,S3-508960115,S3-583337283,S3-600813695,S3-615135340,S3-736730454,S3-778040093,S3-853419211,S3-929273485,S3-951554137,S3-979318630
S1-174971429	S2-13742356,S2-228797659,S2-39103530,S2-417768434,S2-484343443,S2-599313421,S2-600494820,S2-633052623,S2-638708482,S2-638812669,S2-740914350,S2-744557298,S2-780571246,S2-809952414,S2-836861185,S2-9491858,S2-951665374,S2-99957471,S3-122111360,S3-126823812,S3-193647070,S3-329779258,S3-338515121,S3-347757138,S3-513045433,S3-517906163,S3-532637110,S3-568750872,S3-609971246,S3-67697924,S3-732555935,S3-760772403,S3-831604513,S3-966964260,S3-967464173
S1-899348117	S2-156573872,S2-20605961,S2-210062866,S2-22986055,S2-277996470,S2-281025226,S2-285248484,S2-31818821,S2-320581764,S2-341455263,S2-399419463,S2-448940065,S2-456934782,S2-481071542,S2-48233411,S2-547557150,S2-582570386,S2-609161415,S2-662227064,S2-731163714,S2-823813982,S2-831323446,S2-835142245,S2-868127388,S2-884637854,S2-895840866,S2-900544727,S2-904176125,S2-950851985,S2-992686249,S2-99841727,S3-185938580,S3-313688012,S3-909120236,S3-996248284
S1-553375105	S2-81940621,S3-150800481
S1-731124817	S2-143542414,S2-198710612,S2-263940621,S2-276174996,S2-288695920,S2-329697397,S2-351295914,S2-384266079,S2-411338229,S2-666425286,S2-667364120,S2-793479348,S3-243511099,S3-245773701,S3-280371882,S3-33387027,S3-419488794,S3-462060763,S3-515618165,S3-601554066,S3-609839849,S3-618974293,S3-790482967
S1-438022215	S2-261132115,S2-400177131,S2-527915576,S2-557188629,S2-62186167,S2-64375977,S2-683185201,S2-808291368,S2-840437614,S2-895463394,S2-899616853,S2-928746985,S2-970334548,S3-101066411,S3-104477855,S3-192629858,S3-22112638,S3-281880953,S3-358148515,S3-384297549,S3-447492110,S3-545473447,S3-813301403,S3-834146103,S3-942333032
S1-663580467	S2-196984076,S2-303844166,S2-349303306,S2-379088474,S2-389387937,S2-422639266,S2-445866583,S2-551453076,S2-561625161,S2-60654781,S2-679462243,S2-695929716,S2-732649321,S2-749623451,S2-778042390,S2-818008321,S2-828936633,S2-851150147,S2-877301310,S2-916238268,S2-962297781,S2-971508704,S2-97945211,S3-122668024,S3-22379704,S3-238212341,S3-372603125,S3-435254251,S3-558308793,S3-564283273,S3-690859996,S3-763995959,S3-824809429,S3-882333270,S3-909139164
S1-637872165	S2-23273229,S2-31968149,S2-480914205,S2-52875047,S2-566979922,S2-590300910,S2-607019666,S2-628577839,S2-690564799,S2-78133197,S2-813531029,S2-835057637,S2-86494093,S2-912477500,S2-970093276,S3-133922628,S3-171407899,S3-212632779,S3-223677950,S3-226497953,S3-400491401,S3-446697895,S3-549267697,S3-558605236,S3-581274155,S3-649195812,S3-716838870,S3-740439417,S3-742867732,S3-747606909,S3-774890252,S3-822803974,S3-90766911,S3-958748038,S3-972241629
S1-73302833	S2-106407695,S3-114580836,S3-55960630,S3-665080089
S1-601216880	S2-29567102,S2-875817551,S3-480384444,S3-788995272,S3-979331318
S1-609996572	S2-190427009,S2-270871290,S2-28141303,S2-371529435,S2-466545820,S2-474362960,S2-657417123,S2-672443639,S2-971924723,S3-116154261,S3-262044007,S3-311380074,S3-323827946,S3-51661,S3-542489327,S3-841453594,S3-842452338,S3-927719428
S1-132277685	S2-297846109,S2-493319953,S3-249790459,S3-323908394
S1-299746071	S2-301594711,S2-306822311,S2-354463942,S2-388684631,S2-510417934,S2-515386320,S2-588620749,S2-646717240,S2-654821674,S2-675626969,S2-83684607,S2-921445352,S2-930444154,S3-207352670,S3-240817329,S3-263347582,S3-443516445,S3-505157875,S3-50573878,S3-609110658,S3-622374923,S3-733828934,S3-737091559,S3-761097783,S3-827685909,S3-840999871,S3-846590303,S3-89805260,S3-945446210
S1-758391186	S2-890471377,S3-730252044,S3-756219369
S1-209125573	S2-112911585,S2-126861995,S2-230935368,S2-516181629,S2-518062373,S2-539173706,S2-542114316,S2-694860135,S2-700098672,S2-847197723,S2-888152272,S2-966937039,S3-183810494,S3-253834515,S3-264208857,S3-282476653,S3-286825203,S3-340182668,S3-42786119,S3-627882432,S3-676023626,S3-686634383,S3-722266014,S3-785647693,S3-810965798,S3-825250179,S3-897145140,S3-943115434,S3-989002325
S1-369991325	S3-795006016
S1-742314572	S2-476766681,S3-136117045,S3-371937537
S1-508688351	S2-124798095,S2-179989880,S2-182743306,S2-209082145,S2-25201671,S2-272338010,S2-302742914,S2-363756741,S2-385991369,S2-428684481,S2-535465384,S2-630833712,S2-650817671,S2-689348912,S2-757473048,S2-765720249,S2-772032244,S2-781062791,S2-802260310,S2-825371012,S2-841150901,S2-881028278,S2-997474280,S3-167096146,S3-344466028,S3-384667680,S3-480011125,S3-495325432,S3-528706011,S3-588220144,S3-649622959,S3-735885413,S3-760594020,S3-810547728,S3-931500217
S1-100324612	
S1-550488938	S2-112895437,S2-155715739,S2-244913873,S2-389397198,S2-570592656,S2-682611163,S2-708457005,S2-741384203,S2-802444266,S2-870329083,S2-918671514,S2-936538697,S2-960749965,S3-132585579,S3-133441794,S3-145457240,S3-345307598,S3-402237140,S3-450453776,S3-460800223,S3-498934893,S3-651095723,S3-740985790,S3-772751614,S3-805120500,S3-867954903,S3-920414119
S1-445985594	S2-961077041,S3-121301441,S3-836163079
S1-781132420	S2-13497347,S2-140513543,S2-141016681,S2-188794062,S2-280373103,S2-346798261,S2-358334073,S2-36962093,S2-39999297,S2-433178586,S2-499164125,S2-499218989,S2-540973913,S2-553335027,S2-576015089,S2-683742345,S2-801579698,S2-856017692,S2-866510554,S2-939124201,S2-953105721,S3-203519994,S3-277822614,S3-285306238,S3-287780537,S3-303387212,S3-399942107,S3-439667182,S3-447446614,S3-62104368,S3-628270451,S3-695731244,S3-783151738,S3-865456564,S3-961847038
S1-503957000	S2-173295926,S2-235117490,S2-353308450,S2-994658326,S3-33665521,S3-555791452,S3-858763214
S1-29845983	S2-223965575,S2-440253638,S2-589094691,S2-648035184,S2-796657884,S3-112223799,S3-588502663
S1-900694722	S2-105653685,S2-126996401,S2-214274250,S2-241710484,S2-264122343,S2-297742460,S2-327738915,S2-373348935,S2-417444015,S2-548790302,S2-574594930,S2-613871000,S2-627541174,S2-667179892,S2-728540724,S2-753500593,S2-767142912,S2-791270538,S2-793959149,S2-817315055,S2-901110690,S2-943951166,S2-965980442,S2-97621221,S2-994439780,S3-198554090,S3-303035620,S3-392125709,S3-416517641,S3-494852042,S3-53196875,S3-561431230,S3-602669802,S3-755958654,S3-82340260
S1-675723075	S2-206427695,S2-347254835,S2-364104182,S2-548828457,S2-648757547,S3-248004130,S3-268128310,S3-366008966,S3-620506383,S3-669717966
S1-722885349	S2-708154736,S2-983677642,S3-858620682
S1-116043204	S2-1173491,S2-159699565,S2-196975670,S2-419844886,S2-426281684,S2-428030759,S2-593553372,S2-653447605,S2-849395615,S2-897419904,S3-140433585,S3-18699851,S3-194267524,S3-444227012,S3-576691112,S3-727341069,S3-772631373,S3-804600254,S3-85523430,S3-919907997,S3-939463833
S1-616588883	S2-603899205,S3-200505774,S3-625680391
